KEY,Korean,English,Myanmar,Thailand,India
IAP_START_PENDING_PUR_2,결제 완료 후 처리 중 입니다. 잠시만 기다려 주세요,,ငွေပေးချေမှု အောင်မြင်ပြီး လုပ်ငန်းစဉ်ဆက်လက်လုပ်ဆောင်နေပါသည်။<br> ခနလေးစောင့်ပေးပါ။,กำลังตรวจสอบการชำระเงิน<br>กรุณารอสักครู่ค่ะ,
IAP_FAILED_INITIALIZE,상품 정보를 불러오지 못했습니다. 다시 시도해 주세요 (m_error_01),,ပစ္စည်းအချက်အလက် ကိုက်ညီမှုမရှိပါ။<br>နောက်တကြိမ်ပြန်လည်လုပ်ဆောင်ပေးပါ။ (m_error_01),ไม่สามารถค้นหาสินค้าได้<br>กรุณาลองใหม่อีกครั้งค่ะ (m_error_01),
IAP_FAILED_CONFIRM_RECEIPT_1,네트워크 연결이 끊어졌습니다,,စတိုးသို့ ချိတ်ဆက်မရနိုင်ပါ။<br>နောက်တကြိမ်ပြန်လည်လုပ်ဆောင်ပေးပါ။ (m_error_02),การชำระล้มเหลว<br>กรุณาโปรดลองใหม่อีกครั้งค่ะ (m_error_02),
IAP_CANCELLED_PURCHASE,결제가 정상적으로 취소되었습니다. (m_cancel_03),,ငွေပေးချေမှု ပုံမုန်တိုင်း ပယ်ဖျက်ပြီးပါပြီ။ (m_cancel_03),การชำระเงินถูกยกเลิกเรียบร้อยแล้ว (m_cancel_03),
IAP_FAILED_CONFIRM_RECEIPT_2,결제 정보 저장에 실패하였습니다. 다시 시도해 주세요 (m_error_04),,ငွေပေးချေမှု အချက်အလက်ဖြည့်သွင်းခြင်း မအောင်မြင်ပါ။<br>နောက်တကြိမ်ပြန်လည်လုပ်ဆောင်ပေးပါ။ (m_error_04),บันทึกข้อมูลการชำระเงินไม่สำเร็จ<br>กรุณาลองใหม่อีกครั้ง (m_error_04),
IAP_FAILED_CONFIRM_RECEIPT_3,결제 정보를 받아오지 못했습니다. 다시 시도해 주세요 (m_error_05),,ငွေပေးချေမှုအချက်အလက် လက်ခံလို့မရနိုင်ပါ။<br>နောက်တကြိမ်ပြန်လည်လုပ်ဆောင်ပေးပါ။ (m_error_05),ไม่ได้รับข้อมูลการชำระเงิน<br>กรุณาลองใหม่อีกครั้ง (m_error_05),
IAP_FAILED_CONFIRM_RECEIPT_4,결제 정보가 일치하지 않습니다. 다시 시도해 주세요 (m_error_06),,ငွေပေးချေမှုအချက်အလက် ကိုက်ညီမှုမရှိပါ။<br>နောက်တကြိမ်ပြန်လည်လုပ်ဆောင်ပေးပါ။ (m_error_06),ข้อมูลการชำระเงินไม่ถูกต้อง<br>กรุณาลองใหม่อีกครั้ง (m_error_06),
IAP_BILLING_RESPONSE_RESULT_OK,완료 되었습니다. (G_msg_0),,အောင်မြင်သွားပါပြီ။ (G_msg_0),เรียบร้อยแล้วค่ะ (G_msg_0),
IAP_BILLING_RESPONSE_RESULT_USER_CANCELED,사용자가 뒤로가기를 눌렀거나 연결을 취소 하였습니다. (G_msg_01),,အသုံးပြုသူက နောက်သို့ခလုတ်ကို နိုပ်သောကြောင့်<br> ချိတ်ဆက်ခြင်း ပယ်ဖျက်လိုက်ပါပြီ။ (G_msg_01),ผู้ใช้งานกดปุ่มย้อนกลับ<br>หรือยกเลิกการเชื่อมต่อแล้วค่ะ (G_msg_01),
IAP_BILLING_RESPONSE_RESULT_SERVICE_UNAVAILABLE,네트워크 연결이 끊어졌습니다 (G_error_02),,အင်တာနက် ချိတ်ဆက်ခြင်း ပြီးဆုံးသွားပါပြီ။ (G_error_02),ขาดการเชื่อมต่อเครือข่าย (G_error_02),
IAP_BILLING_RESPONSE_RESULT_BILLING_UNAVAILABLE,결제 버전이 지원되지 않습니다. (G_error_03),,ငွေပေးချေမှုပုံစံကို ထောက်ပံ့လို့မရနိုင်ပါ။ (G_error_03),ไม่รองรับเวอร์ชั่นการชำระเงิน (G_error_03),
IAP_BILLING_RESPONSE_RESULT_ITEM_UNAVAILABLE,제품을 구매할 수 없습니다. (G_error_04),,ပစ္စည်းကို ဝယ်ယူလို့မရနိုင်ပါ။ (G_error_04),ไม่สามารถซื้อสินค้าได้ (G_error_04),
IAP_BILLING_RESPONSE_RESULT_DEVELOPER_ERROR,앱 결제가 올바르지 않거나 권한이 없습니다. (G_error_05),,App ဖြင့် ငွေပေးချေမှု မကိုက်ညီခြင်းကြောင့် ခွင့်ပြုလို့မရနိုင်ပါ။ (G_error_05),การชำระเงินผ่านแอปไม่ถูกต้อง<br>หรือไม่ได้รับสิทธิ์ในการซื้อ (G_error_05),
IAP_BILLING_RESPONSE_RESULT_ERROR,작업 중 오류가 발생했습니다 (G_error_06),,လုပ်ဆောင်နေစဉ်တွင်း ပြသနာဖြစ်ပေါ်နေပါသည်။ (G_error_06),เกิดความผิดพลาดระหว่างดำเนินการ (G_error_06),
IAP_BILLING_RESPONSE_RESULT_ITEM_ALREADY_OWNED,제품을 이미 소유하고 있기 때문에 구매할 수 없습니다. (G_error_07),,ပစ္စည်းက ရှိပြီးသားဖြစ်သောကြောင့် နောက်ထပ်ဝယ်ယူမရနိုင်ပါ။ (G_error_07),ไม่สามารถซื้อได้เนื่องจากคุณมีสินค้านี้แล้ว (G_error_07),
IAP_BILLING_RESPONSE_RESULT_ITEM_NOT_OWNED,제품을 소유하고 있지 않기 때문에 사용할 수 없습니다 (G_error_08),,ပစ္စည်းကို မပိုင်ဆိုင်သောကြောင့် အသုံးပြုလို့မရနိင်ပါ။ (G_error_08),ไม่สามารถใช้ได้เนื่องจากคุณไม่มีสินค้านี้ (G_error_08),
IAP_PENDING,결제 처리가 완료되지 않았습니다.,Payment processing has not been completed.,ငွေရှင်းခြင်း မအောင်မြင်ပါ၊,การชำระเงินไม่สำเร็จ,Proses pembayaran belum selesai.
IAP_PENDING_WAIT,결제 처리를 기다리는 중입니다. ,Awaiting for payment process.,ငွေရှင်းခြင်း ပြုလုပ်နေဆဲဖြစ်သည်။,กำลังรอดำเนินการชำระเงิน,Menunggu proses pembayaran.
IAP_CHECK_PAYERROR,주문내역 페이지로 이동하시겠습니까?,Do you want to go to the order history page?,order မှာယူသော စာမျက်နှာသို့ သွားမလား?,ต้องการตรวจสอบประวัติคำสั่งซื้อหรือไม่,Apakah Kamu ingin membuka halaman riwayat pesanan?
T_AUTOPLAYING,오토모드로 진행 중입니다. 레벨업 경험치가 누적되지 않습니다.,,အော်တိုခလုတ်ဖြင့်ကစားနေပါတယ်။ အဆင့်တက်အဝိုင်း မပြည့်နိုင်ပါ။,,
T_SUPPORT_TITLE,고객센터 (고객센터 팝업 타이틀),,Support,ช่วยเหลือ,
T_SUPPORT_MSG_1,도움이 필요하시면 1:1 문의하기 버튼을 클릭하여 문의 바랍니다.,,အကူအညီလိုအပ်ပါက မေးမြန်းစုံစမ်းရန် အားနှိပ်၍ အကူအညီ လက်ခံနိုင်ပါသည်။,ถ้าต้องการความช่วยเหลือเพิ่มเติม คลิกที่ปุ่ม <color=#7ebaff>1:1 ติดต่อสอบถาม</color> เพื่อแจ้งปัญหาได้ค่ะ,
T_SUPPORT_MSG_2,문의하실 때에 닉네임과 문제사항을 상세히 먼저 알려주시면 더욱 빠른 답변이 가능합니다.,,မေးမြန်းသည့်အခါ nickname နှင့်တကွ မေးမြန်းလိုသည့်ပြဿနာကို အသေးစိတ် ပို့ပေးပါက လျှင်မြန်စွာ ဖြေရှင်းပေးနိုင်မည် ဖြစ်ပါသည်။,รบกวนผู้เล่นติดต่อพร้อมแจ้งชื่อในเกมและรายละเอียดปัญหา เพื่อความรวดเร็วในการตรวจสอบค่ะ,
T_SUPPORT_MSG_3,*고객센터 운영시간은 평일 8am~5pm 입니다,,* ရုံးချိန် အတွင်း မနက် ၈ နာရီမှ ည ၈ နာရီ အတွင်း မေးမြန်းစုံစမ်း နိုင်ပါသည်။,<color=#ffb21d>* เวลาทำการของฝ่ายบริการลูกค้า เวลา 8.00-17.00 น. วันจันทร์-ศุกร์ ยกเว้นวันหยุดราชการ</color>,
T_SUPPORT_BTN,메신져로 문의하기 (고객센터 1:1문의 버튼 텍스트),,မေးမြန်းစုံစမ်းရန်,ติดต่อสอบถาม,
T_ROOM_RETURN,이전 방 입장,,ပြန်ဝင်,เข้าไปใหม่,
T_COMMING_SOON,오픈 예정 게임 클릭 시 출력 문구 (스크롤 메시지),곧 오픈 예정입니다. 많이 사랑해 주세요,မကြာမီ ဂိမ်းကစားနည်းအသစ်များ ဖွင့်တော့မည် ဖြစ်ပါသဖြင့် ရင်ခုန်စွာ စောင့်မျှော် ပေးပါဦး။,,
M_REGIST_ERROR_ID,이 계정 이름을 사용할 수 없습니다. 숫자와 영어를 함께 입력하세요.,,ဤအကောင့်အမည်ကို အသုံးပြု၍မရပါ။ ကျေးဇူးပြု၍ နံပါတ်များနှင့် အင်္ဂလိပ်တို့ကို ပေါင်းထည့်ပါ။,ไม่สามารถใช้ชื่อบัญชีนี้ได้ค่ะ กรุณากรอกตัวเลขและภาษาอังกฤษรวมกันค่ะ,
M_REGIST_ERROR_PW,암호가 너무 짧거나 길어서 사용할 수 없습니다. 새 비밀번호를 입력하세요.,,စကားဝှက်သည် တိုလွန်း သို့မဟုတ် ရှည်လွန်းသည် ။ စကားဝှက်အသစ်ကို ထည့်ပါ။,รหัสผ่านสั้นหรือยาวเกินไป ไม่สามารถนำมาใช้ได้ค่ะ กรุณากรอกรหัสผ่านใหม่ค่ะ,
M_REGIST_ERROR_CONFIRM,입력 한 비밀번호가 일치하지 않습니다. 새 비밀번호를 다시 입력하십시오.,,သင်ထည့်လိုက်သော စကားဝှက် မကိုက်ညီပါ။ သင့်စကားဝှက်အသစ်ကို ပြန်လည်ထည့်သွင်းပါ။,รหัสผ่านที่คุณกรอกไม่ตรงกัน กรุณากรอกรหัสผ่านใหม่อีกครั้งค่ะ,
M_REGIST_ERROR_PW_LIMIT,비밀번호는 숫자와 특수 문자를 포함하여 6-12 자 길이여야합니다.,,စကားဝှက်သည် နံပါတ်များနှင့် အထူးအက္ခရာများအပါအဝင် အက္ခရာ 6-12 လုံးရှိရမည်။,รหัสผ่านต้องยาว 6-12 ตัวอักษร รวมทั้งตัวเลขและอักขระพิเศษ,
M_REGIST_ACCOUNT_RESULT_0,축하합니다. 성공적으로 계정을 생성하셨습니다. 로그인하고 보너스를 받으세요.,,ဂုဏ်ယူပါတယ်။ သင်၏ အကောင့်ကို အောင်မြင်စွာ ဖန်တီးပြီးဖြစ်သည်။ အကောင့်ဝင်ပြီး သင်၏ဘောနပ်စ်ကို ရယူလိုက်ပါ။,ยินดีด้วยค่ะ คุณได้สมัครสมาชิกเรียบร้อยแล้ว ล็อกอินแล้วรับโบนัสได้เลยค่ะ,
M_REGIST_ACCOUNT_RESULT_99,계정 생성에 실패했습니다. 다시 시도하십시오.,,သင်၏ အကောင့်ဖန်တီးမှု မအောင်မြင်ပါ။ ထပ်စမ်းကြည့်ပါ။,การสมัครสมาชิกเกิดความผิดพลาด กรุณาลองใหม่อีกครั้งค่ะ,
M_REGIST_ACCOUNT_RESULT_100,아직 계정 이름을 입력하지 않았습니다. 계정 이름도 입력하십시오.,,အကောင့်အမည် မထည့်ရသေးပါ။ သင့်အကောင့်အမည်ကို ထည့်သွင်းပါ။,คุณยังไม่ได้ใส่ชื่อบัญชี กรุณาใส่ชื่อบัญชีด้วยค่ะ,
M_REGIST_ACCOUNT_RESULT_101,ID 랑 비밀번호 동일 하게 설정할수 없으니 다시 입력해주세요.,,အကောင့် နဲ့ လျှို့ဝှတ်နံပါတ် တူညီစွာ မသတ်မှတ်နိုင်ပါ။ ထပ်မံ အသစ်ထည့်သွင်းပေးပါ။,ไม่สามารถใช้ชื่อบัญชีนี้ได้ กรุณากรอกตัวเลขและภาษาอังกฤษรวมกันค่ะ,
M_REGIST_ACCOUNT_RESULT_102,이 기기에서 게임 ID를 만들 수 없습니다.,,ဤစက်ပစ္စည်းပေါ်တွင် ဂိမ်း ID နောက်တစ်ခုကို ဖန်တီး၍မရပါ။,ไม่สามารถสร้างไอดีเกมในเครื่องนี้ได้แล้วค่ะ,
M_REGIST_ACCOUNT_RESULT_103,이 계정 이름은 이미 사용 중입니다. 새 계정 이름을 입력하십시오.,,ဤအကောင့်အမည်ကို အသုံးပြုပြီးဖြစ်သည်။ အကောင့်အမည်အသစ်တစ်ခုထည့်ပါ။,ชื่อบัญชีนี้มีการใช้งานอยู่แล้ว กรุณากรอกชื่อบัญชีใหม่ค่ะ,
M_REGIST_ACCOUNT_RESULT_104,이메일을 입력하지 않았습니다. 당신의 이메일 주소를 입력하십시오.,,သင်အီးမေးလ်မထည့်ခဲ့ပါ။ ကျေးဇူးပြု၍ သင့်အီးမေးလ်လိပ်စာကို ထည့်ပါ။,คุณยังไม่ได้ใส่อีเมล์ กรุณากรอกอีเมล์ด้วยค่ะ,
M_REGIST_ACCOUNT_RESULT_105,입력 한 이메일은 이미 사용 중입니다. 이메일 주소를 다시 입력하십시오.,,သင်ထည့်ထားသော အီးမေးလ်ကို အသုံးပြုပြီးဖြစ်သည်။ သင့်အီးမေးလ်လိပ်စာကို ပြန်လည်ထည့်သွင်းပါ။,อีเมล์ที่คุณป้อนได้มีการนำมาใช้งานแล้ว กรุณากรอกอีเมล์ของคุณใหม่ค่ะ,
M_REGIST_ACCOUNT_RESULT_106,아직 비밀번호를 입력하지 않았습니다. 비밀번호를 입력하세요.,,စကားဝှက်မထည့်ရသေးပါ။ စကားဝှက်တစ်ခုထည့်သွင်းပါ။,คุณยังไม่ได้ใส่รหัสผ่าน กรุณากรอกรหัสผ่านด้วยค่ะ,
M_REGIST_ACCOUNT_RESULT_107,게임 적용 정책에 따른 규칙 위반,,ဂိမ်းလျှောက်လွှာမူဝါဒအရ စည်းကမ်းဖောက်ဖျက်ခြင်း။,ผิดกฎต่อนโยบายการสมัครเกมค่ะ,
M_REGIST_ACCOUNT_RESULT_108,이 기계에서 다시 게임 ID를 생성 할 수 없습니다.,,သင့်ဂိမ်း ID ကို ဤစက်တွင် ပြန်ထုတ်၍မရပါ။,คุณไม่สามารถสร้างไอดีเกม จากเครื่องนี้ได้อีกแล้วค่ะ,
M_REGIST_ACCOUNT_RESULT_DEFAULT,M_REGIST_ACCOUNT_RESULT_99이랑 같이 써도 괜찮아 보임,,သင်၏ အကောင့်ဖန်တီးမှု မအောင်မြင်ပါ။ ထပ်စမ်းကြည့်ပါ။,การสมัครสมาชิกเกิดความผิดพลาด กรุณาลองใหม่อีกครั้งค่ะ,
T_EVENT_BTN,,,,อีเว้นท์,
T_STORE_BTN,,,,ร้านค้า,
T_QUEST_BTN,,,,ภารกิจ,
T_RANK_BTN,,,,อันดับ,
T_FREEGOLD_BTN,,,,โกลด์ฟรี,
T_GUIDE_TITLE_BTN,,,,มือ,
T_VIP_BTN,,,,VIP,
T_SAVEGOLD,,,,ยอดสะสม,
T_SAVEGOLD_BTN,,,,ซื้อ,
T_AUTO_TITLE,,,,ตั้งค่าเล่นอัตโนมัติ,
T_VOICE,,,,เลือกเปลี่ยนเสียงระหว่างเกม,
T_VOICEGUIDE,,,,คุณสามารถแก้ไขข้อมูลส่วนตัวได้ทุกเวลาค่ะ,
T_JACKPOT_OPEN,연속으로 2번 승리하여 DOUBLE WIN 보너스를 획득하세요.,,,ชนะติดกันให้ได้ 2 ครั้ง,
T_TIMEBONUSBOX_OPEN,플레이 카운트가 끝나면 골드를 받을 수 있습니다.,,,รับโกลด์ได้หลังจบรอบนี้~,
T_SOUNDSETTING_ON,켜기,ON,,เปิด,Hidup
T_SOUNDSETTING_OFF,끄기,OFF,,ปิด,Mati
T_SOUNDSETTING_TITLE,사운드 설정,Sound Settings,,ตั้งค่าเสียง,Pengaturan Suara
T_SOUNDSETTING_VOICE,보이스,,,เสียงพากย์,
T_SOUNDSETTING_VOICE_STYLE01,스타일01,,,เท่,
T_SOUNDSETTING_VOICE_STYLE02,스타일02,,,เซ็กซี่,
T_SOUNDSETTING_VOICE_STYLE03,스타일03,,,คนแก่,
T_SOUNDSETTING_VOICE_STYLE04,스타일04,,,ตลก,
T_SOUNDSETTING_START,,Confirm,,ตกลง,
T_CONFIRM,,,,ตกลง,
T_AFK_TITLE,,Are you going somewhere?,,ประกาศ,Apakah kamu sedang sibuk?
T_AFK_MSG,,"You have been away for a long time.\nIf you want to keep on using auto-mode, click YES.\nIf you want to turn off auto-mode, click NO.",,คุณได้ลุกขึ้นนานเกินไป ระบบจึงเปลี่ยนเป็นโหมดเล่นอัตโนมัติ จะเล่นโหมดอัตโนมัติต่อไปไหมคะ?,"Kamu telah tidak aktif terlalu lama.\nJika kamu mau tetap menggunakan \nauto-mode, pencet YA.\nJika kamu ingin mematikan auto-mode, pencet TIDAK."
T_LOGINERROR_IDPW,로그인 할 수 없습니다. 아이디 또는 비밀번호를 확인해주세요,You can't login. Please check your account or password.,,ไม่สามารถเข้าสู่ระบบได้คะ กรุณาตรวจสอบชื่อผู้ใช้หรือรหัสผ่านด้วยคะ,
M_PHOTO_DELIBERATION,심의 중 …,under deliberation…,,รอการอนุมัติ…,
M_PHOTO_REJECT,사진 등록 거절,Reject your photo,,รูปโปรไฟล์ถูกปฏิเสธค่ะ,
M_PHOTO_REGIST,사진을 등록 하세요,Please Register your photo.,,อัปโหลดรูปโปรไฟล์,
T_GAME_MIN_ANTE,최소 보유금,min,ရှိုးပြငွေ,น้อยสุด,
T_BIGTWO_MISSION,MISSION,,,โบนัส,
T_BIGTWO_MISSION_BLANK,NO MISSION,,,ไม่มีโบนัส,
T_BIGTWO_HINT,HINT,,,ตัวช่วย,
T_BIGTWO_PLACE,PLACE,,,ลงไพ่,
T_BIGTWO_PASS,PASS,,,ผ่าน,
T_BIGTWO_MISSION_MULTI2,ALL(무조건),,,ทั้งหมด,
T_BIGTWO_MISSION_ONECARD,카드 한 장 등록,,,1 ใบ,
T_BIGTWO_MISSION_PAIR,One Pair,,,1 คู่,
T_BIGTWO_MISSION_TRIPLE,Triple,,,ตอง,
T_BIGTWO_MISSION_STRAIGHT,Straight,,,เรียง,
T_BIGTWO_MISSION_FLUSH,Flush,,,สี,
T_BIGTWO_MISSION_FULLHOUSE,Full Houses,,,ฟูลเฮ้าส์,
T_BIGTWO_MISSION_FOURCARD,Four Of a Kind,,,โฟร์การ์ด,
T_BIGTWO_MISSION_DRAGONSTRAIGHT,DRAGON STRAIGHT,,,ไพ่มังกร,
T_BIGTWO_OPTION,OPTION,,,ตั้งค่า,
T_BIGTWO_NORMAL,NOMAL,,,ทั่วไป,
T_BIGTWO_READY,READY,,,กำลังรอ...,
T_BIGTWO_GET_GOLD_AFTER_COUNT,플레이 카운트가 끝나면 골드를 받을 수 있습니다.,,,รับโกลด์ได้หลังจบรอบนี้~,
T_BIGTWO_BIGGEST_CARD,"상대방의 카드가 1장이 남아, 보유하고 있는 카드 패에서 가장 높은 카드를 내야 합니다.",,,ผู้เล่นท่านอื่นเหลือไพ่ใบสุดท้ายแล้ว ควรลงไพ่ที่สูงที่สุดเพื่อเพิ่มโอกาสชนะค่ะ,
T_BIGTWO_SELECT_SUN,카드를 선택하세요!,,,เลือกไพ่หนึ่งใบค่ะ,
T_BIGTWO_GUIDE_TITLE,,,,GUIDE,
T_13POKER_CANT_CHAT_SETTING_CARDS,카드 조합중에는 채팅할 수 없습니다.,,,ขณะจัดไพ่จะไม่สามารถส่งอีโมติคอน หรือแชตติ้งได้ค่ะ,
GT_DEALERPLAY,,You are the audience in the game Can't apply to be a dealer.,,",คุณเป็นผู้ชมในเกม ไม่สามารถสมัครเป็นเจ้ามือได้ค่ะ",
,,,,,
,골드,Gold,Gold ,,
,포인트,Point ,Point,,
, @count일 이내에 골드를 받아주세요.,Please receive the gold within @count days.,@count ရက်အတွင်းရွှေကိုလက်ခံပါ။,,
,골드를 받은후 @count일 동안 받지 않으면 해당 골드는 사라집니다.,Gold will be disappeared if not received for @count days after receiving gold.,@count ရက်အတွင်း ရရှိထားသော ရွှေများကိုမလက်ခံပါက ရွှေများ ပျောက်ကွယ်သွားမည်ဖြစ်ပါသည်။,,
,,,,,
, @count일 이내에 포인트를 받아주세요.,Please receive points within @count days.,@count ရက်များအတွင်း Point များလက်ခံရယူပါ။,,
,포인트를 받은후 @count일 동안 받지 않으면 해당 포인트는 사라집니다.,Points will be disappeared if not received for @count days after receiving points.,@count ရက်အတွင်း ရရှိထားသော Point များကိုမလက်ခံပါက ရွှေများ ပျောက်ကွယ်သွားမည်ဖြစ်ပါသည်။,,
,,,,,
,,,,,
Mingplay 페이스북 로그인 정지로 인한 대응 관련 텍스트,,,,,
T_LOGIN_TITLE,로그인,Log in,လော့အင်,,
T_FINDPASSWORD_BUTTON,비밀번호 찾기,Forget Password? Click here!,လှို့ဝှက်နံပါတ် ပြန်ရှာရန်,,
T_SIGNUPACCOUNT_BUTTON,회원가입,Sign up,အကောင့်ပြုလုပ်မည်,,
T_FINDPASSWORD_TITLE,비밀번호 초기화,Reset Password ,လှို့ဝှက်နံပါတ် ပြန်ရှာရန်,,
T_FINDPASSWORD_GUIDE_1,아이디와 가입할 때 사용한 이메일을 적어 주세요.,Input your account ID and registered e-mail,အကောင့်ပြုလုပ်စဉ် အသုံးပြုခဲ့သော ID နှင့် အီးမေးလ်ကို ထည့်ပေးပါ။,,
T_FINDPASSWORD_GUIDE_2,새로운 비밀번호가 해당 이메일로 발송됩니다.,New password will be sent to your e-mail,လျှို့ဝှတ်နံပါတ် အသစ်အား အီးမေးလ်သို့ ပေးပို့ပြီးပါပြီ။,,
T_SIGNUP_TITLE,회원가입,Sign up,အကောင့် ပြုလုပ်ခြင်း,,
T_CHANGEPASSWORD_TITLE,비밀번호 변경,Change Password,လှို့ဝှက်နံပါတ် ပြောင်းရန်,,
T_CONFIRM_NEW_PASSWORD,새 비밀번호 확인,Confirm New Password,လှို့ဝှက်နံပါတ် အသစ် ထပ်မံရိုက်ထည့်ပေးပါ။,,
T_SIGNUP_ACCOUNT_GUIDE,정은 영문과 숫자의 조합으로 6~12자 사이여야 합니다. 공백이 허용되지 않습니다.,"Account should be combination of alphabets and number, between 6-12 characters. Spaces not allowed.","အက္ခရာများနှင့် နံပါတ်များ ပေါင်းစပ်ထားပြီး အက္ခရာ 6-12 လုံးကြားရှိရပါမည်။ နေရာလပ်များကို ခွင့်မပြုပါ။","အက္ခရာများနှင့် နံပါတ်များ ပေါင်းစပ်ထားပြီး အက္ခရာ 6-12 လုံးကြားရှိရပါမည်။ နေရာလပ်များကို ခွင့်မပြုပါ။",
T_SIGNUP_PASSWORD_GUIDE,암호는 특수 문자를 포함할 수 있습니다. 길이는 6-12 사이여야 합니다.,"Password can include special characters. The length should be between 6-12",လှို့ဝှက်နံပါတ်တွင် အထူးစာလုံးများ ပါဝင်နိုင်သည်။ အရှည် 6-12 အကြားဖြစ်သင့်သည်။,လှို့ဝှက်နံပါတ်တွင် အထူးစာလုံးများ ပါဝင်နိုင်သည်။ အရှည် 6-12 အကြားဖြစ်သင့်သည်။,
T_SIGNUP_EMAIL_GUIDE,유효한 이메일을 입력하십시오. 이메일은 비밀번호 재설정 시 사용됩니다.,Please enter valid e-mail.  The e-mail will be used in case of resetting password,ကျေးဇူးပြု၍ မှန်ကန်သော အီးမေးလ်ကို ထည့်ပါ။ စကားဝှက်ကို ပြန်လည်ရယူတဲ့အခါတွင် အီးမေးလ်ကို အသုံးပြုပါမည်။,ကျေးဇူးပြု၍ မှန်ကန်သော အီးမေးလ်ကို ထည့်ပါ။ စကားဝှက်ကို ပြန်လည်ရယူတဲ့အခါတွင် အီးမေးလ်ကို အသုံးပြုပါမည်။,
,,,,,
M_REGIST_ACCOUNT_RESULT_101,이 계정 이름은 사용할 수 없습니다. 숫자와 영어를 함께 입력하세요.,,ဤအကောင့်အမည်ကို အသုံးပြု၍မရပါ။ ကျေးဇူးပြု၍ နံပါတ်များနှင့် အင်္ဂလိပ်တို့ကို ပေါင်းထည့်ပါ။,,
,,,,,
T_FACEBOOK_SESSION_EXPIRED,페이스북 세션이 만료되었습니다.,Facebook session has been expired,FB ဆိုင်ရာဆက်သွယ်မှုပြတ်တောက်သွားပါသည်။,,
T_LOGIN_POLICY_REQUIRE_AGREE,(필수) 개인 정보 정책,(Required) Privacy Policy,(လိုအပ်သည်) ကိုယ်ရေးကိုယ်တာမူဝါဒ,(จำเป็น) นโยบายคุ้มครองข้อมูลส่วนบุคคล,
T_LOGIN_POLICY_OPTION_AGREE,(선택) 이벤트 Push 수신 동의,(Optional) Agree to receive event push,(‌‌ရွေးချယ်မည်) လက်ခံရန် သဘောတူသည်။,(ทางเลือก) ตกลงที่จะยอมรับข้อความเกี่ยวกับข่าวสารและกิจกรรม,
T_LOGIN_POLICY_AGREE_ALL,전체 선택,Select All,အကုန်ရွေးချယ်မည်,ยอมรับทั้งหมด,
T_LOGIN_POLICY_GAMESTART,게임 시작,Starting Game,ဂိမ်းစတင်မည်,เริ่มเกม,
T_LOGIN_POLICY_ALARM_CAUTION1,이벤트 Push 수신 동의를 하지 않으면 누구보다 빠르게 다양한 이벤트 소식을 확인 할 수 없습니다.,"If you do not agree to receive event push,you will not be able to check various event news faster than anyone else.",အစီအစဉ် Pushကို လက်ခံရယူရန် သဘောမတူပါက၊ အမျိုးမျိုးသော ပွဲသတင်းများကို အခြားသူများထက် ပိုမိုမြန်ဆန်စွာ စစ်ဆေးနိုင်မည်မဟုတ်ပါ။,"หากคุณไม่ยอมรับข้อความข่าวสารกิจกรรม, คุณจะพลาดการอัปเดทเกี่ยวกับกิจกรรมต่างๆ รวมถึงข่าวสารล่าสุด","หากคุณไม่ยอมรับข้อความข่าวสารกิจกรรม, คุณจะพลาดการอัปเดทเกี่ยวกับกิจกรรมต่างๆ รวมถึงข่าวสารล่าสุด"
T_LOGIN_POLICY_ALARM_CAUTION2,게임을 시작 하시 겠습니까?,Would you like to start the game?,ဂိမ်းကို စတင်လိုပါသလား။,คุณต้องการที่จะเริ่มเกมทันทีหรือไม่?,คุณต้องการที่จะเริ่มเกมทันทีหรือไม่?
T_LOGIN_POLICY_TITLE,개인정보 정책,Privacy Policy,ကိုယ်ရေးကိုယ်တာမူဝါဒ,นโยบายคุ้มครองข้อมูลส่วนบุคคล,